run,tier,k,target,censors,total,hijacked,legit,no_route,hijack_rate,error
run_009,3,12,AS14,AS12;AS20;AS17;AS23;AS11;AS29;AS16;AS22;AS26;AS19;AS21;AS18,17,11,6,0,64.7,
run_009,3,13,AS14,AS12;AS20;AS17;AS23;AS11;AS29;AS16;AS22;AS26;AS19;AS21;AS18;AS24,16,10,6,0,62.5,
run_009,3,14,AS14,AS12;AS20;AS17;AS23;AS11;AS29;AS16;AS22;AS26;AS19;AS21;AS18;AS24;AS25,15,9,6,0,60.0,
run_009,3,15,AS14,AS12;AS20;AS17;AS23;AS11;AS29;AS16;AS22;AS26;AS19;AS21;AS18;AS24;AS25;AS30,14,8,6,0,57.1,
run_009,3,16,AS14,AS12;AS20;AS17;AS23;AS11;AS29;AS16;AS22;AS26;AS19;AS21;AS18;AS24;AS25;AS30;AS28,13,7,6,0,53.8,
run_009,3,17,AS14,AS12;AS20;AS17;AS23;AS11;AS29;AS16;AS22;AS26;AS19;AS21;AS18;AS24;AS25;AS30;AS28;AS15,12,7,5,0,58.3,
run_009,3,18,AS14,AS12;AS20;AS17;AS23;AS11;AS29;AS16;AS22;AS26;AS19;AS21;AS18;AS24;AS25;AS30;AS28;AS15;AS27,11,7,4,0,63.6,
run_009,3,19,AS14,AS12;AS20;AS17;AS23;AS11;AS29;AS16;AS22;AS26;AS19;AS21;AS18;AS24;AS25;AS30;AS28;AS15;AS27;AS13,10,7,3,0,70.0,
run_010,1,1,AS25,AS3,28,13,15,0,46.4,
run_010,1,2,AS25,AS3;AS1,27,16,11,0,59.3,
run_010,1,3,AS25,AS3;AS1;AS2,26,16,10,0,61.5,
run_010,2,1,AS25,AS4,28,28,0,0,100.0,
run_010,2,2,AS25,AS4;AS10,27,27,0,0,100.0,
run_010,2,3,AS25,AS4;AS10;AS5,26,26,0,0,100.0,
run_010,2,4,AS25,AS4;AS10;AS5;AS9,25,25,0,0,100.0,
run_010,2,5,AS25,AS4;AS10;AS5;AS9;AS8,24,24,0,0,100.0,
run_010,2,6,AS25,AS4;AS10;AS5;AS9;AS8;AS6,23,23,0,0,100.0,
run_010,2,7,AS25,AS4;AS10;AS5;AS9;AS8;AS6;AS7,22,22,0,0,100.0,
run_010,3,1,AS25,AS17,28,8,20,0,28.6,
run_010,3,2,AS25,AS17;AS23,27,11,16,0,40.7,
run_010,3,3,AS25,AS17;AS23;AS15,26,18,8,0,69.2,
run_010,3,4,AS25,AS17;AS23;AS15;AS11,25,25,0,0,100.0,
run_010,3,5,AS25,AS17;AS23;AS15;AS11;AS30,24,20,4,0,83.3,
run_010,3,6,AS25,AS17;AS23;AS15;AS11;AS30;AS22,23,19,4,0,82.6,
run_010,3,7,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29,22,18,4,0,81.8,
run_010,3,8,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14,21,17,4,0,81.0,
run_010,3,9,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27,20,16,4,0,80.0,
run_010,3,10,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24,19,15,4,0,78.9,
run_010,3,11,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24;AS20,18,14,4,0,77.8,
run_010,3,12,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24;AS20;AS28,17,13,4,0,76.5,
run_010,3,13,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24;AS20;AS28;AS16,16,12,4,0,75.0,
run_010,3,14,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24;AS20;AS28;AS16;AS19,15,11,4,0,73.3,
run_010,3,15,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24;AS20;AS28;AS16;AS19;AS13,14,10,4,0,71.4,
run_010,3,16,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24;AS20;AS28;AS16;AS19;AS13;AS18,13,9,4,0,69.2,
run_010,3,17,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24;AS20;AS28;AS16;AS19;AS13;AS18;AS26,12,8,4,0,66.7,
run_010,3,18,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24;AS20;AS28;AS16;AS19;AS13;AS18;AS26;AS12,11,8,3,0,72.7,
run_010,3,19,AS25,AS17;AS23;AS15;AS11;AS30;AS22;AS29;AS14;AS27;AS24;AS20;AS28;AS16;AS19;AS13;AS18;AS26;AS12;AS21,10,7,3,0,70.0,
